Area,Bedrooms,Bathrooms,Floors,Parking,Age,Price
2533,2,3,1,2,13,16951297
1864,1,1,3,0,26,10812445
628,2,1,1,1,10,4927503
1514,1,2,1,1,27,8558229
2299,5,4,1,1,19,16755335
3216,4,4,1,0,5,22254548
3923,3,1,1,2,7,25556738
1881,4,4,1,0,18,13382731
1016,4,3,1,0,29,7298633
2018,5,1,3,2,18,14361974
585,2,1,3,1,23,4001645
1698,3,1,1,0,23,10626103
3764,2,2,3,1,23,23290659
2858,4,4,1,1,16,19589996
1642,1,2,3,2,23,10290236
3789,4,3,2,2,23,24159066
2974,2,4,1,2,17,19303272
2493,4,2,2,1,11,17347677
3985,1,1,1,1,8,24533792
2661,5,2,1,0,22,17036500
3716,2,1,2,1,23,22048340
802,4,2,2,2,15,6391222
3291,2,2,2,2,17,20330070
1087,5,2,1,2,15,8969573
1486,4,1,2,2,15,11049886
2363,4,2,2,1,3,16974430
844,2,4,3,2,22,6960775
1313,2,4,3,0,21,8975693
2487,1,4,2,1,6,16380092
3348,5,1,2,2,0,23122863
3572,1,1,2,0,23,21189036
3718,4,4,2,2,28,23726262
1810,2,4,3,1,22,11612409
2499,4,4,1,1,28,16360622
2177,4,3,2,0,19,14791414
3624,3,4,2,1,0,24382707
1827,3,2,3,0,7,12852555
1592,4,3,2,2,25,11325049
2908,2,3,2,1,22,18219601
3791,4,1,3,2,7,24331587
1509,3,2,2,2,9,10532595
1203,2,1,2,1,0,8647419
1074,4,1,3,2,20,7961307
2108,5,2,1,0,24,13968869
3732,5,1,2,0,20,23691597
1612,4,2,2,0,28,10147862
1187,2,2,1,1,13,8188306
3328,4,1,3,2,13,21969790
3132,4,4,1,2,9,21259177
3136,3,1,2,2,27,19158064
3730,5,3,1,2,18,24868594
988,3,1,3,0,24,6700344
3518,3,2,2,1,28,21605328
1847,4,3,3,0,15,12429292
3952,3,2,3,0,8,25093159
3673,5,4,1,1,19,24082561
993,3,4,1,1,15,7999269
2167,5,3,3,0,19,15117430
2137,3,4,3,2,26,14092097
518,5,4,2,1,7,5741779
2944,3,1,3,1,6,18868745
1500,3,1,3,0,10,9909832
3850,2,4,1,2,20,24720197
1350,5,4,3,1,5,10917715
1888,5,1,3,0,14,12949537
1854,5,4,1,1,18,13947657
1867,1,4,2,2,13,12252477
1321,3,2,1,0,14,8627688
954,5,4,1,0,5,8956846
2124,1,3,3,2,28,13427843
3272,2,2,3,0,23,20285448
3636,5,3,2,2,9,24922157
3647,5,4,3,0,13,24627249
1210,1,1,2,2,15,7667606
2690,3,2,2,1,12,17496810
1416,2,1,2,1,10,9418042
3375,5,2,2,1,24,22173732
3152,3,1,3,0,2,19865639
1996,2,2,1,2,7,13230298
1940,4,2,1,2,27,12502669
804,4,3,3,1,2,7889671
1235,2,1,3,1,1,8556653
2838,1,3,2,1,20,17230157
2463,2,3,3,2,13,15856787
2649,2,1,1,1,19,16015692
2509,1,2,3,0,28,14440195
3838,1,3,3,1,20,23788926
3414,3,1,2,1,21,20734615
3515,3,2,2,2,14,22922450
3521,1,3,2,0,2,22533622
3389,4,3,2,2,0,23789143
1461,4,3,1,0,14,10800250
3489,2,2,3,0,19,21806793
1526,5,3,3,1,21,10875123
2632,2,2,2,1,1,17309960
2875,2,4,1,2,17,18790958
3363,5,3,1,2,0,23095945
1973,1,4,3,2,8,13783139
3001,4,1,2,0,2,19682279
2447,2,3,3,2,1,16584565
3176,5,1,3,0,3,21680468
3792,3,1,1,0,15,23761950
1677,2,1,1,0,21,9767299
1164,4,4,3,0,0,10032644
511,1,2,2,0,8,3510638
1656,2,4,2,1,24,11413438
803,2,4,3,0,7,6406746
3864,5,1,3,0,5,24787168
3522,3,3,2,1,19,22108086
3871,3,2,2,1,17,24908599
2263,1,1,2,1,15,13924203
3330,4,2,3,2,7,22685992
542,1,4,1,2,22,3783772
1443,2,2,2,0,27,8609938
2890,2,2,2,0,29,16971214
1849,3,3,2,0,3,13135944
3045,4,1,3,0,2,19927769
2911,5,2,1,1,14,19202884
1390,4,2,1,2,5,10407129
2974,2,4,2,1,0,19730949
1504,5,4,3,2,17,11876240
520,4,2,1,1,22,4775336
906,4,1,3,0,10,6684472
3166,5,2,1,2,2,21980789
1514,2,2,2,0,29,8747943
835,4,3,3,2,12,7514483
2338,5,1,2,2,16,15688756
3688,2,3,1,0,17,23330932
1647,5,1,1,0,25,10991190
2946,5,1,2,0,25,19066038
3340,4,1,1,1,13,21687862
2327,2,3,2,2,24,14693620
1214,4,3,2,2,6,9519571
550,1,3,2,2,6,5155879
823,1,4,1,0,13,5464752
1288,2,3,3,2,25,8638160
640,5,4,2,2,23,6763589
969,4,4,3,0,14,8155873
1286,4,4,1,0,11,9675803
2325,2,2,1,2,11,15499298
1857,2,2,3,1,7,12523491
2416,1,2,2,0,15,14828093
1463,3,4,1,1,8,10765039
3555,2,4,2,1,1,23269185
872,3,1,2,1,13,5904649
3041,2,4,3,1,23,19762726
2192,5,2,1,0,23,14142910
3298,5,4,3,2,28,22003977
1679,1,4,1,2,15,11211136
2838,1,1,3,0,4,17238386
2171,3,4,1,0,4,15599953
3715,2,3,1,1,19,22845448
605,4,1,1,1,29,4424191
1943,1,4,2,0,20,12720951
3217,4,4,2,2,17,21524930
2181,4,1,3,1,17,14521604
501,2,4,3,0,4,4872994
3136,3,2,1,0,10,20512429
3191,2,3,1,0,12,20267866
2637,1,3,2,1,2,17261660
3916,4,2,2,0,16,25259019
849,2,4,2,2,24,6127354
1786,2,4,3,0,17,11643755
3922,2,3,2,1,13,24598634
3679,1,4,3,2,11,23644853
1562,3,3,2,2,13,11134148
3456,2,3,2,0,25,21139850
2706,1,2,1,0,17,15982849
3506,4,3,3,2,29,22215213
2859,5,4,2,0,19,19565737
3812,1,4,1,1,1,24444047
944,5,1,3,2,6,7809639
2845,2,4,3,0,14,18089493
1451,2,1,2,2,27,9236765
535,1,3,3,0,9,4338162
1607,5,4,1,0,14,12608060
1975,2,2,1,1,16,13013038
2298,4,2,3,0,10,15635404
2345,3,2,1,0,1,15796192
1908,3,3,3,0,26,12405620
1695,2,3,1,1,20,10781339
1899,5,1,3,0,17,13057729
2208,2,2,3,0,24,13391276
1885,5,1,3,0,3,12976833
3106,4,1,1,2,8,20251256
3438,5,4,3,1,26,22281498
2688,2,4,3,2,27,17165884
3434,4,2,2,1,16,21950382
3689,1,3,2,1,16,23348233
1800,3,4,3,2,16,12410518
3273,2,3,2,1,29,20371397
1743,2,1,3,1,15,10580254
3597,2,1,2,2,19,21962684
1020,4,1,1,0,24,6925726
2306,1,1,1,1,7,14690381
509,5,2,3,2,22,4972761
1483,1,1,3,1,14,9044561
2925,4,4,1,2,0,20561978
2156,2,1,1,0,18,13421254
2160,3,3,2,1,24,14059582
3229,2,4,3,0,14,20427442
3131,5,3,1,0,8,21488081
2699,3,3,1,2,4,18940261
1219,2,2,3,1,15,8594199
1572,3,2,2,1,27,10142622
3725,1,3,2,1,12,22907399
1358,4,3,2,1,15,10181930
1816,2,1,2,1,21,11041519
2103,5,4,1,2,10,15931505
549,1,1,3,1,12,3601749
3211,2,2,3,0,5,20119643
3078,1,2,1,0,25,18633844
3631,5,1,1,1,19,23594742
3738,2,4,1,2,16,24578803
3773,5,3,3,2,4,26028395
3404,3,1,3,1,28,20651164
645,5,2,3,0,16,5289937
1414,3,4,2,1,0,10788655
3540,2,2,1,1,26,21898537
1962,3,4,1,1,4,14196882
2789,2,4,1,2,4,19072024
1080,2,4,3,2,6,8222281
3234,4,1,1,0,15,20133351
2084,2,1,1,0,17,12343932
982,3,1,2,1,5,7309528
3679,4,4,3,0,1,24663924
1749,4,4,1,1,12,13142028
1172,2,2,3,0,9,8061940
1130,5,3,3,1,20,8823174
3208,5,1,3,2,19,20871862
1161,4,4,2,1,10,10015824
3352,2,2,3,2,25,20358219
2966,5,2,3,2,20,20304159
1487,2,2,3,0,1,10013198
3731,2,1,1,0,7,23597501
2046,4,1,2,2,23,13450644
1149,4,3,1,1,21,8327367
1468,1,2,2,1,18,8847894
3137,5,1,2,0,19,19829562
1600,5,2,3,1,16,12117713
3056,5,4,3,1,15,21297597
940,3,2,1,1,24,6299495
3825,2,3,2,2,9,24241001
1420,4,1,3,2,4,11183360
1269,5,4,3,1,13,10301194
1843,1,1,3,0,23,10910842
2326,5,4,3,1,18,16582973
762,2,2,1,0,3,6274890
2077,2,2,1,2,19,13380114
3945,4,3,3,1,15,25689794
3184,3,3,3,1,23,20711749
3738,4,4,3,0,14,24641835
3006,5,3,3,0,27,20076082
1498,1,3,3,1,8,10318646
3851,4,3,2,1,2,25398463
1199,3,3,2,0,22,7983143
2849,4,2,2,2,8,19813522
2103,2,3,2,0,17,13505240
1741,5,2,3,1,3,12858848
1625,5,2,2,2,18,11862498
3101,5,1,2,2,23,20630427
2835,5,2,1,2,3,20084639
1690,5,2,2,2,8,13049714
3168,5,3,2,1,0,21675942
1505,1,2,3,2,0,11008442
535,3,4,2,0,19,4161722
1243,5,3,2,0,18,9388036
2264,3,3,3,0,2,16068691
852,5,3,2,1,9,8097057
2422,4,1,3,2,11,16834050
572,5,3,2,0,17,5964534
3195,2,2,1,0,13,19811529
1876,1,4,1,0,9,12496507
2414,4,3,2,2,9,17428207
1593,4,3,1,0,17,11488534
2972,2,4,3,2,23,19093610
3546,5,3,2,2,0,25152063
1207,1,1,3,2,29,7456209
2304,4,2,1,1,14,15493685
3108,1,4,3,1,7,20508473
3375,4,4,1,2,25,21905747
1455,5,1,1,2,2,11777770
3064,4,2,1,1,17,19489492
2975,4,1,3,1,8,19510043
659,3,2,1,2,15,5120359
2696,5,1,2,1,20,17384564
3323,2,3,1,0,14,21162162
3801,2,1,2,2,29,22658517
2235,5,4,2,2,4,17078229
2085,2,4,2,1,12,14355142
566,5,4,2,0,21,5985367
3561,2,1,3,1,19,21459059
2928,3,4,2,0,6,19689323
557,2,4,1,0,15,5053559
3830,4,3,2,2,6,25384427
841,5,3,1,0,26,6437280
1653,1,2,3,2,24,10624261
3274,1,2,2,0,21,19895269
1695,5,2,1,2,15,12526706
3317,3,1,3,0,12,20377592
3161,2,2,3,1,16,19709931
1732,3,1,1,0,8,11140347
2901,1,1,2,1,11,17326191
1994,5,2,3,0,12,14463924
2321,5,2,1,0,25,15622558
615,3,1,2,2,8,5235008
3835,3,3,3,0,4,24652070
1161,2,4,1,0,6,8945593
1965,4,4,3,0,0,14885326
3000,4,4,3,1,3,21270685
2368,2,3,1,2,27,15166402
2834,4,1,3,2,25,17677321
3874,1,2,1,0,3,24226793
1516,4,1,2,0,15,10295247
810,2,1,1,1,4,5913731
707,4,2,2,0,21,5359829
3165,5,3,3,2,3,22329484
2993,3,4,1,2,5,20784803
3217,1,4,1,1,25,19586622
1132,5,1,1,1,22,8735483
2602,5,3,1,2,2,18580280
3459,2,4,2,1,24,21436855
3583,3,3,2,0,7,23350937
1156,3,2,3,0,16,8293353
1923,1,1,3,1,28,11250342
2431,2,1,3,2,17,15199031
3527,1,3,3,1,17,21601297
3062,4,4,1,2,25,20394159
2179,5,3,2,1,24,14801460
736,1,2,2,1,11,5101959
3850,5,4,2,1,24,25225796
847,2,4,2,0,24,5869154
3174,4,3,3,0,0,21505182
3675,2,2,1,2,22,22994645
1129,4,4,2,1,11,8879364
2040,4,1,1,0,10,13405080
2503,5,2,1,1,12,17631832
1771,2,4,1,2,2,13272011
863,2,3,1,0,26,5152843
2868,1,4,2,2,24,17876853
785,2,1,2,0,7,5710750
648,1,2,2,1,2,4820851
1607,3,4,3,2,16,11805672
2953,3,1,2,0,24,18339619
3525,3,4,3,0,12,23303367
955,2,4,3,1,9,7072536
2266,2,2,3,2,16,14574916
1299,1,3,2,2,2,9935692
1684,4,3,2,2,12,12280389
1512,1,1,2,1,21,9369714
3331,3,1,3,0,5,21480267
3007,1,1,3,0,13,18105060
2023,4,2,1,2,26,13412884
3285,2,3,3,0,9,20492286
3056,1,1,3,2,19,18251375
980,3,1,2,1,15,7122033
2186,3,4,1,1,17,14588121
2661,2,4,1,1,12,17459045
3296,1,1,1,2,9,20213272
2101,4,4,2,0,5,14997130
2908,2,4,1,1,9,18817726
840,1,4,1,2,4,6818486
3317,5,2,2,2,28,21275933
2510,3,1,1,1,5,16758999
3308,4,1,3,1,6,22008369
3516,4,4,3,1,10,23336586
2996,4,2,3,0,15,19392204
2366,3,4,3,0,24,15281389
1334,1,2,3,2,11,8720104
1703,2,1,3,1,11,10819746
2225,1,4,3,1,29,13738937
3978,2,1,3,0,22,24033924
2189,4,2,3,1,19,14985965
3767,1,3,2,2,25,23485942
810,4,2,2,1,4,7401523
761,5,3,3,0,15,6724422
1942,4,1,2,2,28,12738623
905,4,1,2,2,5,7503735
2690,2,4,3,1,28,17411214
841,5,3,3,2,8,7609564
1839,4,2,2,1,4,12913257
3672,4,1,3,1,20,22797517
743,5,3,3,0,22,5817977
989,5,2,3,2,15,8413219
511,1,3,3,1,17,4248479
3810,2,2,2,1,18,23560830
1060,5,2,1,1,11,8954420
541,5,2,2,2,1,5962826
3225,3,2,1,2,25,20780082
1093,5,3,1,2,9,9790804
1952,2,3,1,1,11,12897218
2326,4,4,2,2,13,16913630
3729,4,3,2,1,17,24291103
3787,4,3,2,2,18,25184477
2193,4,4,2,2,5,16388540
633,3,3,2,1,4,6020356
3638,5,2,1,2,26,23763257
3578,4,1,2,1,15,22384560
1447,1,1,1,2,13,8905746
572,4,4,2,2,12,5959296
898,5,3,2,2,20,7935804
1928,4,3,3,2,1,14188010
3125,3,4,1,0,1,20897535
3406,2,1,2,1,11,21026875
629,2,2,2,0,0,5545130
3478,5,3,2,2,18,23244024
3777,2,4,3,2,27,23430440
2311,2,2,1,1,27,14608740
2501,1,4,2,1,26,15486349
765,5,4,2,1,15,7522275
2060,5,4,2,1,29,14388628
2485,2,1,3,2,6,15780291
1292,2,1,2,1,26,7350731
2800,2,4,1,0,20,18012788
3369,3,3,1,1,6,22603254
1812,4,2,1,1,15,12900298
663,3,3,1,0,24,4754439
594,5,1,2,0,5,5854801
2305,1,2,3,0,17,14219155
3380,4,4,3,0,0,23463223
1633,1,3,3,1,0,10950262
2883,5,3,2,0,25,19203800
1321,5,4,3,2,24,10690452
737,1,3,1,1,13,5650245
2928,1,1,2,2,5,19001546
3446,1,4,3,1,5,21981207
3030,5,3,1,1,3,21081931
2460,2,4,1,2,11,16659118
3449,1,2,2,0,29,19845354
1548,4,4,2,0,17,11539215
2176,5,3,3,2,9,15733870
3688,3,1,3,0,2,23379156
3029,3,4,3,1,2,21078365
3963,4,4,2,1,7,26280824
3464,2,3,3,1,21,21408083
3541,1,1,3,0,22,20731351
1463,5,1,1,0,24,9437179
1036,1,2,1,2,0,8102045
3650,5,2,1,1,17,23702114
2103,3,3,3,2,14,15008740
3744,1,1,2,0,24,21468718
2479,4,1,1,2,20,16194327
3583,2,2,2,0,19,22404222
627,4,2,3,1,16,5249913
591,2,3,3,1,24,4399995
1042,1,1,1,0,10,6093798
1345,1,4,2,0,12,8924448
2181,2,2,1,0,24,13571931
3536,3,3,3,1,19,22657427
2351,5,1,2,0,24,14968129
2994,4,1,1,1,9,19885041
889,4,2,3,2,12,7053804
3219,4,3,1,1,16,21333070
2384,1,4,2,2,20,15448246
542,4,2,2,1,0,5424811
753,5,3,2,1,19,6894667
3701,5,1,2,0,15,23883314
1583,2,4,2,1,15,10829278
3210,1,3,1,0,27,19510015
3014,5,4,1,0,20,20028245
2834,3,3,1,0,29,17957445
3558,1,3,1,1,26,21932416
2040,1,3,3,0,2,13180734
2453,5,3,3,2,1,18213534
3325,3,4,1,2,5,22275946
2892,2,2,3,1,10,18959701
1141,5,4,3,0,28,8799398
2929,3,3,2,2,2,20107384
1189,1,4,1,1,25,7436163
1776,3,4,3,1,0,13297471
2450,1,4,3,1,10,16147821
1579,5,3,1,1,12,12255705
1986,5,4,2,1,4,15567227
956,4,1,1,0,17,6573762
1482,4,3,2,0,14,10414572
2630,4,4,3,0,17,17764156
1622,5,1,2,0,14,11116026
648,2,4,2,1,19,5101855
1852,5,2,1,1,19,13204323
1679,3,4,3,2,19,11892904
689,5,4,1,2,6,7922557
1382,5,2,1,0,16,9979821
2810,1,3,3,1,28,17487968
3651,1,2,1,2,7,23326724
899,1,3,1,2,27,5504542
3311,5,2,2,2,12,22762414
1108,2,4,1,2,25,7993002
3831,3,4,3,0,15,24330742
2295,3,3,1,1,24,15151794
2138,2,3,2,0,9,13911246
2075,2,1,1,2,28,12825713
3332,3,1,1,2,13,21797692
2648,4,4,1,1,5,18483519
1882,1,4,2,1,19,12025354
1903,1,1,3,0,21,11087521
1319,3,1,3,1,25,8591632
3792,2,3,2,0,6,24591220
1319,4,2,2,0,5,9715420
919,3,3,1,2,26,7189138
623,1,1,3,0,16,3304234
921,5,4,2,2,20,8720091
3802,2,1,3,0,23,22859894
3634,5,4,1,0,7,24576688
2008,3,4,2,1,11,13837576
2097,1,4,3,1,25,13326125
1267,4,4,3,2,24,9388513
2544,5,2,1,1,3,17834487
3030,4,1,2,0,9,19191401
3066,1,3,3,2,5,19766979
2702,5,4,1,2,6,19431080
2639,4,4,3,2,20,17796590
3529,4,3,1,0,26,22090007
2049,5,3,3,1,7,14779534
3002,1,4,3,2,2,20425878
2264,4,3,1,0,7,15916673
2544,3,3,2,1,14,16804488
3145,5,2,1,1,29,20572542
1009,2,3,2,2,20,7706320
1706,2,1,3,0,0,11683981
885,1,1,3,1,12,6077266
2097,3,1,1,0,21,13346962
2952,4,4,1,1,17,20199325
2793,2,1,2,2,14,18073177
1241,1,2,2,2,6,8794255
3208,3,1,2,1,14,20302563
3197,3,4,1,0,24,20238404
2411,1,2,3,1,2,15929317
1946,1,1,1,0,29,10470560
1400,4,2,3,1,25,9113613
2612,1,2,1,2,13,17019356
3584,4,4,1,0,19,22991159
2760,4,4,2,2,3,19638917
2509,5,2,3,0,3,17022665
741,3,1,1,1,2,6226856
3040,3,4,1,2,4,21195044
3784,3,2,3,2,24,23595766
2885,5,3,1,0,10,19567978
2520,4,3,3,0,7,17507763
672,4,4,2,0,25,5123989
1171,1,1,2,2,1,8245029
663,5,3,3,1,27,5749916
964,1,3,2,0,15,6378451
3542,5,3,3,1,24,22773637
996,1,1,1,0,27,4885175
1199,2,1,1,1,9,8352618
2942,3,4,3,0,17,18957972
1202,3,4,1,1,6,9559800
2440,4,3,2,2,4,17759978
2855,2,1,1,0,28,16464547
2291,3,2,1,0,6,15340547
682,4,3,3,2,20,5869034
1128,2,4,2,0,27,7072342
3057,3,1,1,0,5,19885145
2231,1,4,1,2,23,13929389
1045,5,4,3,2,0,9937353
2087,2,1,3,1,28,12299461
1123,4,3,2,2,10,9458477
1093,2,1,1,2,12,7403123
1243,4,3,3,0,11,9291205
3798,2,4,3,2,0,25041154
2268,4,1,3,0,20,14925174
1959,3,2,2,2,14,13047666
2448,1,3,3,2,0,16726880
3993,3,2,2,1,2,26191227
3101,1,3,2,2,25,19651775
2568,3,1,1,2,14,16919865
3101,3,2,1,0,8,19679329
2944,2,1,2,0,13,17824582
3172,5,3,1,1,28,20921327
604,4,3,1,2,22,5856924
2739,4,3,3,0,27,17718006
516,4,3,1,2,21,5539663
3691,1,4,2,1,23,22754611
892,4,3,1,0,7,7074005
924,4,2,3,0,21,6219040
2676,2,3,2,1,3,17465009
3701,3,1,1,2,19,23348990
1071,4,4,2,0,19,7797637
2576,5,2,1,0,5,17373745
1620,4,4,3,1,0,13196251
3581,1,4,1,1,27,21637322
741,1,4,2,1,17,5822899
2779,1,1,2,2,5,17235855
1288,4,4,2,2,29,9307939
3855,2,4,1,2,13,25475241
1214,5,3,1,1,10,10012328
1258,4,1,1,0,16,8255518
3349,2,2,3,2,8,21518521
1275,2,2,3,1,27,8170678
3273,4,2,3,2,21,21507597
2747,4,1,2,0,6,18189398
3492,2,2,2,0,13,22084827
578,2,1,2,1,27,3151434
3503,2,3,2,0,16,21821312
1355,4,3,2,1,7,10282138
3744,2,1,1,1,27,22039764
3014,1,2,2,1,15,18748578
3128,4,1,1,1,11,20220511
1939,1,1,3,0,11,11630482
3487,3,4,3,0,27,21912597
2996,4,1,3,0,27,18241555
2634,3,4,3,0,4,17654407
2648,2,3,3,1,4,17840221
1531,2,4,2,1,13,11102339
1344,5,1,2,0,5,10391431
3771,2,3,2,2,6,25025693
586,3,4,3,2,22,4855387
2590,2,1,3,2,20,16120783
3956,4,3,1,0,16,25010655
907,2,4,2,1,26,6473695
3211,5,1,3,1,8,21374478
3588,2,1,3,2,21,21975771
2168,3,2,3,2,12,14516239
647,3,2,1,1,8,6013555
2824,2,4,3,2,26,18169330
731,3,4,1,2,15,6139748
2450,3,4,1,1,3,16950763
865,5,1,2,2,1,8230620
3799,4,4,3,2,12,25859028
2174,5,1,1,0,12,15219657
935,1,4,3,2,18,6975593
898,5,1,2,0,11,6903232
1734,2,1,2,1,3,11367790
1914,4,2,1,0,9,12878199
3046,2,3,2,1,15,19663975
3087,1,1,2,0,27,18093383
1062,4,4,2,0,23,8323885
2989,3,2,3,0,18,19172665
1784,5,4,3,2,7,13981731
1272,2,4,1,2,5,10357596
2897,1,1,1,2,3,18189789
2537,3,1,2,2,29,16271951
3923,5,3,2,2,6,26596216
3067,3,1,1,0,13,19097231
1843,5,1,2,2,26,12906425
2685,4,3,1,1,12,17944834
2073,3,4,3,0,20,13550886
1491,3,3,2,0,4,10603493
2915,3,3,2,1,8,19026392
3791,4,3,2,2,28,24578827
3908,1,2,3,1,2,24744637
1746,5,4,3,0,9,13403548
859,3,2,2,0,14,5820019
1420,4,2,1,0,19,9794739
2876,1,1,3,1,20,17627573
3509,5,3,2,2,16,24004706
3010,4,3,2,0,22,19104458
3493,5,2,3,2,23,23332711
1462,3,1,1,0,5,10215799
2327,1,1,2,2,24,14169645
3953,4,1,1,1,2,25548301
3383,1,4,1,0,17,20622726
2113,3,2,3,0,4,14408004
2140,1,4,2,0,12,14298861
2716,1,1,2,1,24,15772286
716,2,1,1,1,26,3992001
877,1,1,3,2,0,6590924
618,5,3,3,1,16,5737819
689,4,2,3,0,25,4854057
3314,2,3,1,2,2,21952747
869,4,4,1,1,25,7065015
2301,4,3,2,2,18,15539018
2696,3,2,3,2,20,17561349
1151,3,3,1,2,19,8288791
2382,2,1,3,0,21,14040002
2011,3,4,1,0,11,14394976
1269,3,4,2,1,7,9527388
2921,3,1,3,0,7,18243957
1280,4,1,1,2,14,9227983
2216,2,1,3,2,10,14263793
2707,4,2,1,0,19,17404683
2898,5,3,1,2,0,20525406
1811,4,4,1,0,28,12445864
3859,5,3,3,2,15,25511588
3439,1,1,1,1,29,20422276
1749,1,1,2,1,13,10328572
1022,5,3,3,0,6,8470457
1021,5,4,2,0,5,9315783
1282,4,2,2,0,20,9131173
2820,5,3,3,0,3,19665864
1435,2,1,1,0,21,9100479
3973,1,1,2,2,7,24731737
2730,1,2,3,1,21,16855123
2188,5,3,1,2,18,15762425
987,3,2,3,1,24,7077891
2350,3,2,3,2,2,16522155
1345,5,4,3,2,3,12056108
2671,2,4,1,2,12,17677201
3532,3,1,2,0,20,21841586
3337,5,3,2,1,26,22106755
2961,2,4,3,0,1,20111766
2503,2,1,3,0,10,15964572
2248,4,3,1,2,15,15525506
3743,2,1,3,1,9,23541303
3859,3,4,3,1,14,25149607
1185,3,1,3,1,26,7422895
2660,5,3,2,1,9,18392505
3435,5,3,3,0,1,23404266
2669,2,1,2,0,5,17027057
2067,1,3,1,1,13,13021683
1745,4,1,1,0,1,12529015
538,1,3,2,1,9,4449184
3044,2,1,2,0,16,18813056
1279,2,1,2,2,7,8714879
1756,1,1,2,2,25,10541581
3490,4,2,3,1,15,23126989
2696,1,3,2,1,13,16783267
3968,5,4,2,0,9,26197082
3569,3,1,2,1,12,22942737
3208,5,2,3,1,0,21687359
2427,3,4,3,0,9,16487152
801,2,1,3,1,29,5033159
3931,4,4,1,1,21,25714833
2785,1,2,3,2,11,17174787
1146,4,4,2,2,29,9216946
1162,1,1,3,2,16,7251854
2783,5,4,3,1,23,18609489
2259,5,4,2,0,13,15748375
2750,1,1,3,2,4,17197874
755,4,2,1,1,18,5678782
1097,1,2,3,2,4,7697592
1161,2,4,1,0,14,7835513
734,5,3,1,0,12,6996500
1868,2,4,1,0,16,12542328
3081,5,3,2,0,0,21004962
3407,5,4,3,0,27,21954299
1269,3,2,1,0,13,8801028
3088,2,4,1,1,3,20478477
712,2,4,3,2,24,5923177
962,3,3,2,0,29,6585151
2983,4,2,2,2,8,20091701
782,2,3,1,2,16,6292408
1986,1,4,2,1,2,13589911
1930,3,1,3,0,12,12934945
587,2,4,2,0,11,4734481
1567,4,4,3,1,15,11686188
960,2,3,1,1,3,7715284
2825,5,1,3,1,17,19082596
2968,1,1,1,1,22,17738340
2224,3,3,3,1,2,15849667
1876,5,2,3,2,16,13581759
3243,4,1,2,1,0,21622631
1014,5,1,3,0,18,7559482
1202,5,3,1,0,21,9523892
2153,4,2,3,1,3,15489567
2566,5,2,1,1,16,17411241
522,3,4,1,1,6,5171117
2960,2,4,3,1,1,19579076
1553,5,3,2,1,11,12015680
2330,3,2,3,0,4,15567363
2655,2,3,3,2,15,17727520
3938,2,4,2,1,7,25496117
1804,5,3,1,1,22,12998197
3699,3,3,3,1,26,23011808
3800,5,1,2,0,27,23338859
1634,4,1,2,0,7,11470279
2683,2,1,1,2,12,16717805
861,5,4,2,2,25,7514595
3757,2,3,1,2,13,24577164
2676,3,1,3,2,10,17611824
2399,1,1,2,0,5,14480063
1784,5,1,3,2,15,12719546
1014,5,4,2,1,22,8553042
948,2,4,2,0,24,6890566
2423,3,3,3,0,21,15708937
3675,4,3,2,0,24,23213754
2006,3,3,3,1,14,13803801
1747,5,1,3,0,15,11822503
2355,4,2,1,1,12,15597060
1373,3,4,3,2,11,10530518
3020,1,1,1,0,17,18370641
3581,2,1,3,1,28,21478331
1928,3,3,2,0,17,12406059
2849,3,3,3,2,13,18553070
2778,1,1,2,0,1,17021807
2254,5,4,1,2,21,16413599
1422,2,4,2,0,1,10389349
3637,3,1,3,1,2,23553243
3484,4,2,2,2,28,22519003
2659,3,2,1,0,23,17048495
1536,2,4,2,2,7,11637563
1916,3,3,2,2,10,13697403
3047,1,2,3,1,11,18662813
3479,3,2,3,1,3,22635035
3145,3,3,2,1,8,20535611
2781,4,2,1,1,23,18140932
3149,1,1,2,2,16,19340159
813,1,2,1,2,23,5651727
3113,3,3,1,0,15,20328629
3583,4,1,1,0,16,22172923
2756,3,2,2,0,14,17762945
2497,3,4,1,1,19,16798726
1537,2,1,2,2,25,10069879
2156,2,1,1,2,21,13180268
3989,4,4,1,0,6,26297053
3948,5,4,2,0,9,26300986
3591,2,2,3,2,28,21887576
3134,5,2,3,1,3,21831957
2278,1,3,2,0,23,14120630
1514,2,3,2,0,23,9823884
1593,2,1,3,2,13,10626475
3782,4,4,3,2,13,25464460
1624,5,4,3,0,13,12286880
1197,2,3,2,0,24,7667896
2679,2,1,1,1,13,16751509
1904,4,1,2,1,21,12647787
1655,4,3,3,1,19,11641731
1543,5,3,1,1,17,11426457
2429,1,3,2,0,14,14930840
3083,1,2,3,0,22,18706459
1513,3,1,2,0,25,9628224
726,2,1,1,1,18,4561519
3725,5,1,3,0,26,23193457
2328,2,3,2,2,12,15677618
1992,5,3,1,1,11,14870976
1321,5,3,1,2,18,10141359
2523,5,3,2,1,18,17377775
1370,2,4,1,0,19,9379551
2952,4,3,3,1,1,20811761
2749,2,2,1,2,28,17173025
2585,5,4,2,1,28,17353270
3489,3,4,3,2,20,23008841
2295,1,3,1,0,2,15216732
687,5,1,1,2,9,6333781
1580,3,3,3,0,4,11665067
1440,4,1,3,2,11,10117208
3591,5,3,1,0,28,22569549
2820,3,3,3,2,6,18919944
